group,lobbyists,meetings_per_lobbyist,total_meetings
ECR,"['AIP - ASSOCIAZIONE ITALIANA PELLICCERIA', 'ASSOCIAZIONE PAPA GIOVANNI XXIII', 'ASSOLATTE', 'AUTOSAP', 'Almega', 'Antonio Santoro', 'Ashley Fox', 'Asociace soukromého zemědělství', 'Assoimprenditori', 'AstraZeneca', 'BASF', 'Bioenergy Europe', 'British American Tobacco', 'BusinessEurope', 'CEBRE', 'CECCM', 'CEJA', 'CIA - Agricoltori', 'CNPI', 'CNPMEM', 'COLDIRETTI', 'CONFARTIGIANATO', 'CONFCOMMERCIO', 'CONFPROFESSIONI', 'Chaldean Catholic Archeparchy of Mosul', 'ClientEarth', 'Club du Bois', 'Compassion In World Farming', 'Confindustria', 'Corteva Agriscience', 'Czech director IFPI', 'Director General of the European Steel Association EUROFER', 'Directorate-General for Neighbourhood and Enlargement Negotiations', 'EDA', 'ENI', 'EUROCHAMBRES – Association of European Chambers of Commerce and Industry', 'Ecommerce Europe', 'Electricite de France', 'Energiföretagen Sverige', 'European Anglers Association', 'European Armenian Federation', 'European Armenian Federation for Justice and Democracy', 'European Association of Ceramic Tile Manufacturers Federation (CET)', ""European Automobile Manufacturers' Association"", 'European Coalition for Israel', 'European Commission', 'European Fisheries Alliance', 'European Jewish Association', 'European Lift Assotiation', 'European Milk Board', 'European Parliament', 'European Telecommunications Network Operators', 'European Union Delegation in Taipei', 'European foundation for democracy', 'Euroseeds', 'ExxonMobil', 'FACE', 'FACE – European Federation for Hunting and Conservation)', 'FAFCE', 'FEDERLEGNOARREDO', 'FEDERUNACOMA', 'Federchimica', 'Federsalus', 'Ferrero', 'Ferrovie Dello Stato Italiane', 'Golden Gate/Ragavim', 'Google', 'GroentenFruit Huis', 'Haypp Group', 'Hnutí Duha', 'Hospodářská komora ČR', 'Institute for monitoring peace and cultural tolerance in school education', 'International Aid to the Church in Need', 'International Committee in Search of Justice', 'International Monetary Fund', 'International Road Transport Union (IRU)', 'Japan Tobacco International', 'Karel Firla', 'Katerina Vrublova - Policy Advisor Copa Gogeca', 'LASSELSBERGER', 'LTO', 'LTO Nederland', 'Leonardo S.p.A.', 'Livia Menichetti', 'MUST & Partners', 'MUST CONSULTING', 'Metsä Group', 'NAJK', 'NGO Monitor', 'NIKE', 'NOVE', 'Nestlé', 'Novamont S.p.A', 'Novavax', 'Oceana', 'Open Doors International', 'PHILIP MORRIS ITALIA', 'Pelagic Freezer-trawler Association', 'Permanent Representation of Sweden to the EU', 'Plantum', 'SMEunited', 'Sdružení automobilového průmyslu', 'Sdružení vlastníků obecních', 'Sellier & Bellot', 'Shomron Regional Council - International Relations Executive Director', 'Sky', 'Svenskt Näringsliv', 'Swedish Trade and Invest Council', 'TEVA ITALIA', 'THE EUROPEAN HOUSE AMBROSETTI', 'Taipei Representative Office in the EU and Belgium', 'Taipei Representative Office in the EU and Belgium - Second Secretary', 'Taiwan', 'The European Consumer Organisation', 'UNIFE (Association of the European Rail Supply Industry)', 'UNPO', 'VisNed', 'Vissersbond', 'Vitkovice Heavy Machinery', 'Westinghouse', ""Women's Committee of the National Council of Resistance of Iran - Elham Zanjani"", 'World Bank', 'World Vapers Alliance', 'Zelený kruh', 'chemours US - evi moutsipai', 'energy technologies europe', 'farmindustria - nadia ruozzi', 'federunacoma', 'gruppo CESTARI', 'luigi burgio', 'pirelli', 'soukromých a církevních lesů v ČR', 'teva- hubert puech dalissac', 'vertegenwoordiger Agriterra', 'zoomarine italia', 'Česká asociace oběhového hospodářství', 'Česká technologická platforma pro udržitelnou chemii (SusChem Česká republika)', 'Český svaz pivovarů a sladoven', 'Škoda JS a.s.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 4, 3, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 12, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",197
